Year Month,Zone_ZipCode,Customer Class,Water_Demand_Gallons,Year,Month,Avg_Temp_F,Total_Precip_Inches,Avg_Humidity
201201,78613,Irrigation - Multi-Family,"11,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78613,Multi-Family,"23,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78617,Residential,"1,98,56,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78617,Multi-Family,"25,59,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78652,Irrigation - Residential,"38,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78652,Residential,"6,32,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78653,Residential,"14,87,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78653,Multi-Family,"99,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78660,Multi-Family,"1,73,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78660,Residential,"72,38,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78701,Residential,"11,80,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78701,Multi-Family,"1,26,38,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78701,Irrigation - Multi-Family,"2,04,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78702,Residential,"2,83,91,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78702,Irrigation - Multi-Family,"3,91,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78702,Multi-Family,"1,04,64,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78702,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78703,Multi-Family,"1,22,87,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78703,Irrigation - Residential,"7,84,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78703,Irrigation - Multi-Family,"4,11,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78703,Residential,"4,30,30,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78703-1834,Residential,"3,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78704,Residential,"4,13,73,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78704,Irrigation - Multi-Family,"8,36,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78704,Irrigation - Residential,"1,04,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78704,Multi-Family,"4,85,78,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78705,Multi-Family,"2,30,73,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78705,Irrigation - Residential,"28,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78705,Residential,"82,54,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78705,Irrigation - Multi-Family,"3,64,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78712,Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78717,Multi-Family,"84,87,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78717,Residential,"2,43,85,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78717,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78717,Irrigation - Multi-Family,"14,91,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78719,Residential,"16,29,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78719,Multi-Family,"6,90,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78721,Irrigation - Multi-Family,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78721,Residential,"1,58,38,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78721,Irrigation - Residential,"5,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78721,Multi-Family,"51,09,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78722,Multi-Family,"24,88,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78722,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78722,Residential,"80,86,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78722,Irrigation - Multi-Family,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78723,Residential,"3,35,11,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78723,Irrigation - Multi-Family,"1,80,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78723,Multi-Family,"2,18,08,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78724,Irrigation - Residential,"18,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78724,Irrigation - Multi-Family,"3,93,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78724,Multi-Family,"1,17,20,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78724,Residential,"2,11,89,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78725,Multi-Family,"2,93,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78725,Residential,"21,21,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78725,Irrigation - Multi-Family,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78726,Residential,"1,38,07,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78726,Irrigation - Residential,"2,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78726,Multi-Family,"1,18,58,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78726,Irrigation - Multi-Family,"19,98,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78727,Irrigation - Multi-Family,"17,84,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78727,Irrigation - Residential,"1,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78727,Multi-Family,"1,98,31,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78727,Residential,"3,47,74,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78728,Multi-Family,"76,76,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78728,Residential,"35,98,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78728,Irrigation - Multi-Family,"3,01,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78729,Residential,"1,97,36,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78729,Irrigation - Residential,"1,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78729,Multi-Family,"2,23,17,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78729,Irrigation - Multi-Family,"13,30,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78730,Residential,"50,74,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78730,Multi-Family,"52,60,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78730,Irrigation - Residential,"2,24,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78730,Irrigation - Multi-Family,"5,02,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78731,Residential,"5,10,32,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78731,Multi-Family,"1,68,57,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78731,Irrigation - Multi-Family,"6,60,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78731,Irrigation - Residential,"2,09,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78735,Residential,"1,65,97,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78735,Multi-Family,"1,00,94,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78735,Irrigation - Multi-Family,"8,19,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78736,Irrigation - Multi-Family,"2,60,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78736,Multi-Family,"32,73,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78736,Irrigation - Residential,"2,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78736,Residential,"1,11,72,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78737,Irrigation - Residential,"5,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78737,Residential,"48,51,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78738,Residential,"7,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78739,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78739,Residential,"3,18,58,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78741,Irrigation - Multi-Family,"19,31,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78741,Irrigation - Residential,"4,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78741,Multi-Family,"7,71,10,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78741,Residential,"1,88,64,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78742,Multi-Family,"3,87,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78742,Residential,"6,82,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78744,Multi-Family,"2,39,82,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78744,Irrigation - Residential,"2,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78744,Irrigation - Multi-Family,"5,77,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78744,Residential,"5,21,27,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78745,Irrigation - Residential,"10,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78745,Multi-Family,"3,45,53,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78745,Irrigation - Multi-Family,"8,48,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78745,Residential,"7,49,92,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78746,Multi-Family,"1,34,58,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78746,Irrigation - Multi-Family,"3,73,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78746,Irrigation - Residential,"1,91,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78746,Residential,"2,43,06,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78747,Residential,"2,06,72,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78747,Multi-Family,"65,27,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78747,Irrigation - Multi-Family,"1,55,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78747,Irrigation - Residential,"79,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78748,Irrigation - Multi-Family,"26,42,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78748,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78748,Multi-Family,"1,47,61,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78748,Residential,"6,28,31,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78749,Irrigation - Multi-Family,"24,81,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78749,Multi-Family,"1,52,70,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78749,Residential,"5,66,11,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78749,Irrigation - Residential,"17,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78750,Multi-Family,"1,19,88,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78750,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78750,Residential,"4,41,45,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78750,Irrigation - Multi-Family,"3,65,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78751,Irrigation - Residential,"41,000",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78751,Multi-Family,"1,21,20,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78751,Residential,"1,48,59,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78751,Irrigation - Multi-Family,"2,36,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78752,Multi-Family,"2,37,89,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78752,Irrigation - Multi-Family,"63,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78752,Residential,"1,24,20,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78753,Residential,"4,13,26,200",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78753,Multi-Family,"5,67,98,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78753,Irrigation - Multi-Family,"19,64,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78753,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78754,Irrigation - Residential,"36,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78754,Residential,"1,95,53,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78754,Multi-Family,"1,49,99,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78754,Irrigation - Multi-Family,"22,00,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78756,Multi-Family,"63,72,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78756,Irrigation - Residential,"24,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78756,Irrigation - Multi-Family,"76,900",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78756,Residential,"1,03,87,600",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78757,Residential,"3,08,37,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78757,Multi-Family,"1,36,79,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78757,Irrigation - Residential,"36,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78757,Irrigation - Multi-Family,"12,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78758,Residential,"4,06,52,700",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78758,Irrigation - Residential,0,2012,1,54.329032258064515,5.206,63.57096774193548
201201,78758,Multi-Family,"4,69,74,100",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78758,Irrigation - Multi-Family,"12,41,400",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78759,Irrigation - Multi-Family,"5,58,500",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78759,Residential,"5,36,43,300",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78759,Multi-Family,"3,99,83,800",2012,1,54.329032258064515,5.206,63.57096774193548
201201,78759,Irrigation - Residential,"29,300",2012,1,54.329032258064515,5.206,63.57096774193548
201202,78613,Irrigation - Multi-Family,"2,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78613,Multi-Family,"20,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78617,Residential,"1,74,50,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78617,Multi-Family,"46,69,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78652,Irrigation - Residential,"42,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78652,Residential,"5,85,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78653,Residential,"7,52,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78653,Multi-Family,"56,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78660,Residential,"63,94,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78660,Multi-Family,"1,44,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78701,Irrigation - Multi-Family,"90,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78701,Multi-Family,"1,20,86,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78701,Residential,"8,19,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78702,Irrigation - Multi-Family,"5,34,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78702,Multi-Family,"80,96,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78702,Residential,"2,38,84,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78702,Irrigation - Residential,"6,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78703,Irrigation - Multi-Family,"3,11,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78703,Irrigation - Residential,"6,54,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78703,Multi-Family,"1,10,78,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78703,Residential,"3,72,93,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78703-1834,Residential,"2,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78704,Multi-Family,"4,30,68,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78704,Irrigation - Multi-Family,"7,61,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78704,Irrigation - Residential,"1,01,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78704,Residential,"3,61,01,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78705,Multi-Family,"2,95,87,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78705,Residential,"81,02,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78705,Irrigation - Residential,"48,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78705,Irrigation - Multi-Family,"3,13,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78712,Residential,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78717,Multi-Family,"75,20,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78717,Irrigation - Residential,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78717,Irrigation - Multi-Family,"13,03,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78717,Residential,"1,95,62,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78719,Residential,"15,60,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78719,Multi-Family,"5,77,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78721,Multi-Family,"38,27,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78721,Irrigation - Residential,900,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78721,Residential,"1,30,96,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78721,Irrigation - Multi-Family,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78722,Irrigation - Multi-Family,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78722,Multi-Family,"22,85,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78722,Residential,"72,20,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78723,Multi-Family,"1,90,01,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78723,Irrigation - Multi-Family,"1,51,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78723,Residential,"2,94,08,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78724,Irrigation - Residential,"17,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78724,Multi-Family,"94,83,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78724,Irrigation - Multi-Family,"3,27,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78724,Residential,"1,69,23,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78725,Irrigation - Multi-Family,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78725,Multi-Family,"2,46,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78725,Residential,"18,16,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78726,Residential,"1,14,00,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78726,Irrigation - Multi-Family,"23,13,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78726,Multi-Family,"1,14,23,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78726,Irrigation - Residential,"1,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78727,Residential,"3,05,42,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78727,Irrigation - Residential,"1,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78727,Irrigation - Multi-Family,"17,38,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78727,Multi-Family,"1,81,00,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78728,Residential,"31,11,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78728,Irrigation - Multi-Family,"1,87,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78728,Multi-Family,"63,45,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78729,Multi-Family,"2,08,08,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78729,Irrigation - Multi-Family,"11,52,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78729,Residential,"1,75,13,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78729,Irrigation - Residential,"3,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78730,Multi-Family,"38,87,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78730,Residential,"42,47,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78730,Irrigation - Residential,"1,63,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78730,Irrigation - Multi-Family,"4,58,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78731,Irrigation - Residential,"2,01,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78731,Multi-Family,"1,62,39,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78731,Irrigation - Multi-Family,"5,29,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78731,Residential,"4,20,84,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78735,Residential,"1,36,70,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78735,Multi-Family,"87,02,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78735,Irrigation - Multi-Family,"5,24,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78736,Irrigation - Residential,"3,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78736,Multi-Family,"23,81,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78736,Residential,"96,48,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78736,Irrigation - Multi-Family,"2,29,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78737,Irrigation - Residential,"2,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78737,Residential,"42,82,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78738,Residential,"6,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78739,Residential,"2,76,47,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78739,Irrigation - Residential,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78741,Residential,"1,69,56,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78741,Irrigation - Residential,"3,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78741,Multi-Family,"7,39,58,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78741,Irrigation - Multi-Family,"16,12,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78742,Residential,"5,93,900",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78742,Multi-Family,"3,43,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78744,Irrigation - Multi-Family,"2,21,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78744,Irrigation - Residential,600,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78744,Multi-Family,"2,56,53,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78744,Residential,"4,54,90,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78745,Multi-Family,"2,92,74,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78745,Residential,"6,36,33,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78745,Irrigation - Multi-Family,"16,84,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78745,Irrigation - Residential,"13,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78746,Irrigation - Residential,"1,81,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78746,Irrigation - Multi-Family,"2,35,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78746,Multi-Family,"1,20,55,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78746,Residential,"2,13,52,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78747,Multi-Family,"56,22,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78747,Residential,"1,82,60,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78747,Irrigation - Multi-Family,"1,86,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78747,Irrigation - Residential,"71,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78748,Irrigation - Residential,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78748,Residential,"5,57,42,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78748,Multi-Family,"1,41,70,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78748,Irrigation - Multi-Family,"25,46,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78749,Multi-Family,"1,16,42,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78749,Irrigation - Residential,"1,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78749,Residential,"4,66,28,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78749,Irrigation - Multi-Family,"29,01,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78750,Residential,"3,68,16,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78750,Irrigation - Multi-Family,"4,62,700",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78750,Multi-Family,"1,07,13,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78750,Irrigation - Residential,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78751,Irrigation - Residential,"51,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78751,Multi-Family,"1,20,38,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78751,Irrigation - Multi-Family,"2,63,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78751,Residential,"1,38,29,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78752,Multi-Family,"2,06,83,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78752,Irrigation - Multi-Family,"57,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78752,Residential,"1,14,75,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78753,Multi-Family,"4,53,12,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78753,Irrigation - Multi-Family,"19,36,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78753,Residential,"3,42,74,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78753,Irrigation - Residential,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78754,Residential,"1,56,31,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78754,Irrigation - Residential,0,2012,2,56.45172413793103,3.174,70.04482758620689
201202,78754,Multi-Family,"1,06,85,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78754,Irrigation - Multi-Family,"8,99,400",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78756,Irrigation - Residential,"11,000",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78756,Irrigation - Multi-Family,"68,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78756,Multi-Family,"61,00,500",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78756,Residential,"90,59,300",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78757,Residential,"2,63,58,100",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78757,Irrigation - Multi-Family,"13,800",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78757,Multi-Family,"1,20,55,600",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78757,Irrigation - Residential,"56,200",2012,2,56.45172413793103,3.174,70.04482758620689
201202,78758,Irrigation - Residential,300,2012,2,56.45172413793103,3.174,70.04482758620689
